simplified,zipf,nid,existing_decks,pinyin
起诉,4.67,1707757316330,Archive::Words,qi3 su4
退休,4.67,1537328245447,Archive::Words,tui4 xiu1
餐厅,4.67,1393817666581,Archive::Words,can1 ting1
主管,4.66,1393817668404,Archive::Words,zhu3 guan3
享有,4.66,1707757570814,Archive::Words,xiang3 you3
典型,4.66,1393817668559,Archive::Words,dian3 xing2
北部,4.66,1537328240877,Archive::Words,bei3 bu4
听见,4.66,1707755853509,Archive::Characters,ting1 jian4
咖啡,4.66,1537328239580,Archive::Words,ka1 fei1
图书馆,4.66,1537328243790,Archive::Words,tu2 shu1 guan3
外部,4.66,1707757316900,Archive::Words,wai4 bu4
对不起,4.66,1537328240447,Archive::Words,dui4 bu5 qi3
对手,4.66,1393817667167,Archive::Words,dui4 shou3
尽快,4.66,1393817667095,Archive::Words,jin3 kuai4
屁股,4.66,1537328242495,Archive::Words,pi4 gu5
强制,4.66,1393817669072,Archive::Words,qiang2 zhi4
循环,4.66,1393817668852,Archive::Words,xun2 huan2
怀孕,4.66,1537328246935,Archive::Words,huai2 yun4
感染,4.66,1537328246838,Archive::Words,gan3 ran3
拿到,4.66,1537328247260,Archive::Words,na2 dao4
整理,4.66,1393817666661,Archive::Words,zheng3 li3
早已,4.66,1707757024499,Archive::Words,zao3 yi3
杀人,4.66,1708747488951,Archive::Words,sha1 ren2
深刻,4.66,1393817667332,Personal|Personal-reverse,shen1 ke4
炸弹,4.66,1705855324643,Archive::Words,zha4 dan4
男孩,4.66,1537328239996,Archive::Words,nan2 hai2
神秘,4.66,1537328247661,Archive::Words,shen2 mi4
运营,4.66,1707757571467,Archive::Words,yun4 ying2
金属,4.66,1537328247581,Archive::Words,jin1 shu3
随便,4.66,1393817666382,Archive::Words,sui2 bian4
障碍,4.66,1393817668400,Archive::Words,zhang4 ai4
以色列,4.65,1708747526014,Archive::Words,Yi3 se4 lie4
企图,4.65,1393817668520,Archive::Words,qi3 tu2
周末,4.65,1393817666126,Archive::Words,zhou1 mo4
围绕,4.65,1393817667868,Archive::Words,wei2 rao4
密码,4.65,1537328241627,Archive::Words,mi4 ma3
对付,4.65,1537328247246,Archive::Words,dui4 fu5
对抗,4.65,1393817668429,Archive::Words,dui4 kang4
干净,4.65,1537328244907,Archive::Words,gan1 jing4
待遇,4.65,1393817667719,Archive::Words,dai4 yu4
恐惧,4.65,1393817668230,Archive::Words,kong3 ju4
情形,4.65,1393817668581,Archive::Words,qing2 xing5
打破,4.65,1707757024232,Archive::Words,da3 po4
援助,4.65,1707757316740,Archive::Words,yuan2 zhu4
教会,4.65,1708747492853,Archive::Words,jiao1 hui4
歌手,4.65,1537328241783,Archive::Words,ge1 shou3
河北,4.65,1537328242549,Archive::Words,He2 bei3
留在,4.65,1537328245923,Archive::Words,
突出,4.65,1393817667788,Archive::Words,tu1 chu1
答应,4.65,1537328247308,Archive::Words,da1 ying5
继承,4.65,1393817668516,Archive::Words,ji4 cheng2
职工,4.65,1707757024615,Archive::Words,zhi2 gong1
聪明,4.65,1393817666073,Archive::Words,cong1 ming5
脱离,4.65,1393817668604,Archive::Words,tuo1 li2
舆论,4.65,1393817669860,Archive::Words,yu2 lun4
药物,4.65,1707757129907,Archive::Words,yao4 wu4
转型,4.65,1707757572551,Archive::Words,zhuan3 xing2
遗憾,4.65,1393817667000,Archive::Words,yi2 han4
部落,4.65,1708747486466,Archive::Words,bu4 luo4
院长,4.65,1707756790618,Archive::Words,yuan4 zhang3
一周,4.64,1537328242282,Archive::Words,yi1 zhou1
一套,4.64,1537328246298,Archive::Words,yi1 tao4
之类,4.64,1707757316318,Archive::Words,zhi1 lei4
代码,4.64,1708747485762,Archive::Words,dai4 ma3
写作,4.64,1393817667652,Archive::Words,xie3 zuo4
划分,4.64,1393817670024,Archive::Words,hua4 fen1
动画,4.64,1537328243733,Archive::Words,dong4 hua4
号码,4.64,1537328241623,Archive::Words,hao4 ma3
在家,4.64,1707755853591,Archive::Characters,zai4 jia1
大使,4.64,1707757316675,Archive::Words,da4 shi3
大楼,4.64,1537328241513,Archive::Words,da4 lou2
居然,4.64,1537328247503,Archive::Words,ju1 ran2
带领,4.64,1393817668765,Archive::Words,dai4 ling3
帮忙,4.64,1393817666055,Archive::Words,bang1 mang2
异常,4.64,1393817668369,Archive::Words,yi4 chang2
微软,4.64,1699982927163,Archive::Words,Wei1 ruan3
意味着,4.64,1393817668183,Archive::Words,yi4 wei4 zhe5
愤怒,4.64,1393817668255,Archive::Words,fen4 nu4
房地产,4.64,1707757569661,Archive::Words,fang2 di4 chan3
所在,4.64,1707757236146,Archive::Words,suo3 zai4
扩展,4.64,1707757130530,Archive::Words,kuo4 zhan3
拯救,4.64,1707757568660,Archive::Words,zheng3 jiu4
新型,4.64,1537328247699,Archive::Words,xin1 xing2
球队,4.64,1537328247229,Archive::Words,qiu2 dui4
生气,4.64,1393817666084,Archive::Words,sheng1 qi4
监管,4.64,1707757570328,Archive::Words,jian1 guan3
离婚,4.64,1393817667071,Archive::Words,li2 hun1
穆斯林,4.64,1707757569557,Archive::Words,Mu4 si1 lin2
签订,4.64,1707757236778,Archive::Words,qian1 ding4
细胞,4.64,1393817668617,Archive::Words,xi4 bao1
色彩,4.64,1393817667820,Archive::Words,se4 cai3
许可,4.64,1393817668527,Archive::Words,xu3 ke3
输入,4.64,1393817667675,Archive::Words,shu1 ru4
道歉,4.64,1537328245606,Archive::Words,dao4 qian4
部署,4.64,1393817669213,Archive::Words,bu4 shu3
阳光,4.64,1537328247006,Archive::Words,yang2 guang1
驾驶,4.64,1393817667290,Archive::Words,jia4 shi3
高校,4.64,1537328245226,Archive::Words,gao1 xiao4
不见,4.63,1707757316370,Archive::Words,bu4 jian4
伙伴,4.63,1537328247269,Archive::Words,huo3 ban4
依法,4.63,1707757236823,Archive::Words,yi1 fa3
内地,4.63,1707757317295,Archive::Words,Nei4 di4
出售,4.63,1707757130191,Archive::Words,chu1 shou4
分离,4.63,1707757236317,Archive::Words,fen1 li2
创业,4.63,1537328247783,Archive::Words,chuang4 ye4
初期,4.63,1707757236758,Archive::Words,chu1 qi1
南方,4.63,1537328240802,Archive::Words,nan2 fang1
博客,4.63,1537328248140,Archive::Words,bo2 ke4
叙利亚,4.63,1708747526071,Archive::Words,Xu4 li4 ya4
和谐,4.63,1393817668957,Archive::Words,he2 xie2
基督教,4.63,1707757316822,Archive::Words,Ji1 du1 jiao4
夏天,4.63,1537328243650,Archive::Words,xia4 tian1
天堂,4.63,1393817668240,Archive::Words,tian1 tang2
失业,4.63,1537328246501,Archive::Words,shi1 ye4
奥运,4.63,1717270466039,Archive::Words,Ao4 yun4
局长,4.63,1707757236148,Archive::Words,ju2 zhang3
市区,4.63,1537328244536,Archive::Words,shi4 qu1
性格,4.63,1537328248108,Archive::Words,xing4 ge2
懂得,4.63,1707756790500,Archive::Words,dong3 de5
指标,4.63,1393817670039,Archive::Words,zhi3 biao1
接下来,4.63,1672769484791,Archive::Words,jie1 xia4 lai2
教训,4.63,1393817667204,Archive::Words,jiao4 xun5
文献,4.63,1393817670185,Archive::Words,wen2 xian4
现金,4.63,1393817666592,Archive::Words,xian4 jin1
球员,4.63,1707757316537,Archive::Words,qiu2 yuan2
电视剧,4.63,1537328247512,Archive::Words,dian4 shi4 ju4
监控,4.63,1707757568815,Archive::Words,jian1 kong4
种族,4.63,1393817668442,Archive::Words,zhong3 zu2
质疑,4.63,1707757569143,Archive::Words,zhi4 yi2
进展,4.63,1537328248148,Archive::Words,jin4 zhan3
重复,4.63,1537328244079,Archive::Words,chong2 fu4
顾问,4.63,1393817668399,Archive::Words,gu4 wen4
与其,4.62,1393817668122,Archive::Words,yu3 qi2
书籍,4.62,1393817669590,Archive::Words,shu1 ji2
互动,4.62,1707757317007,Archive::Words,hu4 dong4
人群,4.62,1537328246113,Archive::Words,ren2 qun2
例子,4.62,1537328242571,Archive::Words,li4 zi5
全都,4.62,1537328244188,Archive::Words,quan2 dou1
内阁,4.62,1707757570664,Archive::Words,nei4 ge2
判决,4.62,1393817668494,Archive::Words,pan4 jue2
加以,4.62,1707757236719,Archive::Words,jia1 yi3
取代,4.62,1537328246250,Archive::Words,qu3 dai4
合并,4.62,1393817668711,Archive::Words,he2 bing4
味道,4.62,1393817666461,Archive::Words,wei4 dao5
回归,4.62,1707757569210,Archive::Words,hui2 gui1
土耳其,4.62,1708747522855,Archive::Words,Tu3 er3 qi2
奋斗,4.62,1393817667692,Archive::Words,fen4 dou4
废除,4.62,1393817669556,Archive::Words,fei4 chu2
摧毁,4.62,1707757568867,Archive::Words,cui1 hui3
支援,4.62,1393817668456,Archive::Words,zhi1 yuan2
效应,4.62,1707757570039,Archive::Words,xiao4 ying4
无限,4.62,1537328247809,Archive::Words,wu2 xian4
有时候,4.62,1707755853514,Archive::Characters,you3 shi2 hou5
杭州,4.62,1708747499753,Archive::Words,Hang2 zhou1
极端,4.62,1393817668713,Archive::Words,ji2 duan1
深度,4.62,1537328247824,Archive::Words,shen1 du4
温度,4.62,1537328247891,Archive::Words,wen1 du4
舞蹈,4.62,1393817668186,Archive::Words,wu3 dao3
被捕,4.62,1707757568741,Archive::Words,bei4 bu3
被迫,4.62,1707757130164,Archive::Words,bei4 po4
进程,4.62,1707757570366,Archive::Words,jin4 cheng2
邪恶,4.62,1707757568702,Archive::Words,xie2 e4
配置,4.62,1707757317194,Archive::Words,pei4 zhi4
上班,4.61,1393817665911,Archive::Words,shang4 ban1
两岸,4.61,1707757236918,Archive::Words,liang3 an4
义务,4.61,1393817667479,Archive::Words,yi4 wu4
内心,4.61,1707757024064,Archive::Words,nei4 xin1
却是,4.61,1707757317360,Archive::Words,que4 shi4
反抗,4.61,1537328247862,Archive::Words,fan3 kang4
只不过,4.61,1707757235955,Archive::Words,zhi3 bu5 guo4
场所,4.61,1393817668950,Archive::Words,chang3 suo3
埃及,4.61,1708747503634,Archive::Words,Ai1 ji2
外交部,4.61,1708747501712,Archive::Words,Wai4 jiao1 bu4
天使,4.61,1537328245409,Archive::Words,tian1 shi3
天空,4.61,1393817667381,Archive::Words,tian1 kong1
导弹,4.61,1393817668585,Archive::Words,dao3 dan4
工程师,4.61,1537328247839,Archive::Words,gong1 cheng2 shi1
差不多,4.61,1537328241413,Archive::Words,cha4 bu5 duo1
引导,4.61,1393817668787,Archive::Words,yin3 dao3
引用,4.61,1393817668916,Archive::Words,yin3 yong4
扩张,4.61,1393817669517,Archive::Words,kuo4 zhang1
报导,4.61,1708747502574,Archive::Words,bao4 dao3
抵达,4.61,1393817668802,Archive::Words,di3 da2
最初,4.61,1393817667554,Archive::Words,zui4 chu1
服装,4.61,1393817667295,Archive::Words,fu2 zhuang1
检测,4.61,1707757129990,Archive::Words,jian3 ce4
法案,4.61,1708747501509,Archive::Words,fa3 an4
波兰,4.61,1708747510677,Archive::Words,Bo1 lan2
物理,4.61,1393817667674,Archive::Words,wu4 li3
缅甸,4.61,1717270487603,Archive::Words,Mian3 dian4
聊天,4.61,1393817666172,Archive::Words,liao2 tian1
荣誉,4.61,1393817668379,Archive::Words,rong2 yu4
街头,4.61,1707757316551,Archive::Words,jie1 tou2
覆盖,4.61,1393817669111,Archive::Words,fu4 gai4
近期,4.61,1707757024592,Archive::Words,jin4 qi1
陆续,4.61,1393817668111,Archive::Words,lu4 xu4
难过,4.61,1537328242951,Archive::Words,nan2 guo4
顾客,4.61,1393817666630,Archive::Words,gu4 ke4
预防,4.61,1393817667879,Archive::Words,yu4 fang2
不幸,4.60,1537328246357,Archive::Words,bu4 xing4
亲自,4.60,1537328245038,Archive::Words,qin1 zi4
代价,4.60,1393817668238,Archive::Words,dai4 jia4
优先,4.60,1537328246963,Archive::Words,you1 xian1
冒险,4.60,1393817667085,Archive::Words,mao4 xian3
加快,4.60,1707757024477,Archive::Words,jia1 kuai4
反正,4.60,1537328244419,Archive::Words,fan3 zheng4
否认,4.60,1393817667347,Archive::Words,fou3 ren4
商店,4.60,1537328241974,Archive::Words,shang1 dian4
失踪,4.60,1393817668179,Archive::Words,shi1 zong1
对比,4.60,1393817667819,Archive::Words,dui4 bi3
建国,4.60,1708747515771,Archive::Words,jian4 guo2
引进,4.60,1707757130550,Archive::Words,yin3 jin4
戏剧,4.60,1393817667567,Archive::Words,xi4 ju4
所属,4.60,1707757571834,Archive::Words,suo3 shu3
损害,4.60,1707757236555,Archive::Words,sun3 hai4
早期,4.60,1707757236522,Archive::Words,zao3 qi1
极为,4.60,1707757570755,Archive::Words,ji2 wei2
某种,4.60,1708747485312,Archive::Words,mou3 zhong3
玩家,4.60,1708747510831,Archive::Words,wan2 jia1
理念,4.60,1707757570124,Archive::Words,li3 nian4
白色,4.60,1707756790454,Archive::Words,bai2 se4
种植,4.60,1393817669610,Archive::Words,zhong4 zhi2
落后,4.60,1537328247973,Archive::Words,luo4 hou4
西安,4.60,1537328240369,Archive::Words,Xi1 an1
读书,4.60,1537328241303,Archive::Words,du2 shu1
输出,4.60,1707757236812,Archive::Words,shu1 chu1
选民,4.60,1707757570427,Archive::Words,xuan3 min2
逐步,4.60,1393817668076,Archive::Words,zhu2 bu4
通信,4.60,1707757024440,Archive::Words,tong1 xin4
遭遇,4.60,1393817668571,Archive::Words,zao1 yu4
邓小平,4.60,1726876647576,Archive::Words,Deng4 Xiao3 ping2
镇压,4.60,1708747494390,Archive::Words,zhen4 ya1
陕西,4.60,1708747525311,Archive::Words,Shan3 xi1
上涨,4.59,1707757236792,Archive::Words,shang4 zhang3
乘客,4.59,1537328246897,Archive::Words,cheng2 ke4
仔细,4.59,1537328245204,cli|cli-reverse,zi3 xi4
传递,4.59,1707757236435,Archive::Words,chuan2 di4
再度,4.59,1707757570143,Archive::Words,zai4 du4
再说,4.59,1537328243501,Archive::Words,zai4 shuo1
删除,4.59,1537328245717,Archive::Words,shan1 chu2
商人,4.59,1537328241973,Archive::Words,shang1 ren2
国防,4.59,1393817669543,Archive::Words,guo2 fang2
奖励,4.59,1393817668437,Archive::Words,jiang3 li4
婴儿,4.59,1393817668256,Archive::Words,ying1 er2
宝宝,4.59,1537328242599,Archive::Words,bao3 bao5
宣言,4.59,1707757570144,Archive::Words,xuan1 yan2
岛屿,4.59,1393817668050,Archive::Words,dao3 yu3
忽视,4.59,1393817667670,Archive::Words,hu1 shi4
性别,4.59,1393817666787,Archive::Words,xing4 bie2
惩罚,4.59,1393817668261,Archive::Words,cheng2 fa2
战役,4.59,1393817669063,Archive::Words,zhan4 yi4
指定,4.59,1537328247395,Archive::Words,zhi3 ding4
方针,4.59,1393817670100,Archive::Words,fang1 zhen1
曝光,4.59,1393817668914,Archive::Words,bao4 guang1
月份,4.59,1707756790649,Archive::Words,yue4 fen4
机器人,4.59,1537328246334,Archive::Words,ji1 qi4 ren2
权益,4.59,1707757570984,Archive::Words,quan2 yi4
查看,4.59,1537328246086,Archive::Words,cha2 kan4
活跃,4.59,1393817667794,Archive::Words,huo2 yue4
演讲,4.59,1537328245809,Archive::Words,yan3 jiang3
画面,4.59,1707757236276,Archive::Words,hua4 mian4
股权,4.59,1717270472275,Archive::Words,gu3 quan2
药品,4.59,1707757316681,Archive::Words,yao4 pin3
轨道,4.59,1393817668727,Archive::Words,gui3 dao4
较为,4.59,1708747490347,Archive::Words,jiao4 wei2
都市,4.59,1537328245486,Archive::Words,du1 shi4
陷入,4.59,1393817668366,Archive::Words,xian4 ru4
页面,4.59,1537328245493,Archive::Words,ye4 mian4
不然,4.58,1393817666995,Archive::Words,bu4 ran2
专题,4.58,1393817670058,Archive::Words,zhuan1 ti2
世界杯,4.58,1537328246196,Archive::Words,Shi4 jie4 bei1
住宅,4.58,1393817669288,Archive::Words,zhu4 zhai2
入侵,4.58,1707757568950,Archive::Words,ru4 qin1
公寓,4.58,1393817666991,Archive::Words,gong1 yu4
分裂,4.58,1393817668721,Archive::Words,fen1 lie4
封锁,4.58,1537328246020,Archive::Words,feng1 suo3
尸体,4.58,1537328243389,Archive::Words,shi1 ti3
工艺,4.58,1537328247174,Archive::Words,gong1 yi4
干嘛,4.58,1708747488311,Archive::Words,gan4 ma2
平民,4.58,1707757569185,Archive::Words,ping2 min2
幻想,4.58,1393817667194,Archive::Words,huan4 xiang3
总之,4.58,1393817667199,Archive::Words,zong3 zhi1
恐怕,4.58,1393817666485,Archive::Words,kong3 pa4
执法,4.58,1707757569352,Archive::Words,zhi2 fa3
摆脱,4.58,1393817668305,Archive::Words,bai3 tuo1
教练,4.58,1537328245867,Archive::Words,jiao4 lian4
整合,4.58,1707757572115,Archive::Words,zheng3 he2
无关,4.58,1537328244682,Archive::Words,wu2 guan1
没错,4.58,1537328242117,Archive::Words,mei2 cuo4
物资,4.58,1393817669853,Archive::Words,wu4 zi1
病人,4.58,1537328242057,Archive::Words,bing4 ren2
研究所,4.58,1707757236717,Archive::Words,yan2 jiu1 suo3
纳入,4.58,1707757572386,Archive::Words,na4 ru4
莫斯科,4.58,1717270464417,Archive::Words,Mo4 si1 ke1
解除,4.58,1393817668557,Archive::Words,jie3 chu2
谋杀,4.58,1708747495179,Archive::Words,mou2 sha1
边境,4.58,1393817668699,Archive::Words,bian1 jing4
近日,4.58,1707757317288,Archive::Words,jin4 ri4
迫害,4.58,1393817669390,Archive::Words,po4 hai4
除非,4.58,1393817666906,Archive::Words,chu2 fei1
不停,4.57,1707757236743,Archive::Words,bu4 ting2
主流,4.57,1393817669867,Archive::Words,zhu3 liu2
伊拉克,4.57,1708747494685,Archive::Words,Yi1 la1 ke4
依赖,4.57,1393817668875,Archive::Words,yi1 lai4
便宜,4.57,1537328242611,Archive::Words,bian4 yi2
兴建,4.57,1707757573272,Archive::Words,xing1 jian4
其余,4.57,1393817667655,Archive::Words,qi2 yu2
勇气,4.57,1393817667211,Archive::Words,yong3 qi4
华盛顿,4.57,1710963495261,Archive::Words,Hua2 sheng4 dun4
吸收,4.57,1393817667756,Archive::Words,xi1 shou1
在内,4.57,1707757236595,Archive::Words,zai4 nei4
外汇,4.57,1707757130608,Archive::Words,wai4 hui4
尽量,4.57,1537328245672,Archive::Words,jin3 liang4
屠杀,4.57,1707757569283,Archive::Words,tu2 sha1
布局,4.57,1393817670076,Archive::Words,bu4 ju2
强迫,4.57,1393817668372,Archive::Words,qiang3 po4
形态,4.57,1393817669783,Archive::Words,xing2 tai4
得知,4.57,1707757568952,Archive::Words,de2 zhi1
心灵,4.57,1393817668393,Archive::Words,xin1 ling2
总裁,4.57,1393817667643,Archive::Words,zong3 cai2
抗日,4.57,1537328247866,Archive::Words,kang4 Ri4
据说,4.57,1537328247611,Archive::Words,ju4 shuo1
效率,4.57,1393817667878,Archive::Words,xiao4 lu:4
文物,4.57,1393817669664,Archive::Words,wen2 wu4
无数,4.57,1393817667428,Archive::Words,wu2 shu4
杀害,4.57,1707757568734,Archive::Words,sha1 hai4
此后,4.57,1707757236716,Archive::Words,ci3 hou4
活着,4.57,1537328244231,Archive::Words,huo2 zhe5
流动,4.57,1707757236578,Archive::Words,liu2 dong4
测量,4.57,1393817669129,Archive::Words,ce4 liang2
激动,4.57,1393817666497,Archive::Words,ji1 dong4
焦点,4.57,1393817668890,Archive::Words,jiao1 dian3
皇家,4.57,1708747496221,Archive::Words,huang2 jia1
种类,4.57,1393817667942,Archive::Words,zhong3 lei4
竞选,4.57,1393817668358,Archive::Words,jing4 xuan3
精彩,4.57,1537328246765,Archive::Words,jing1 cai3
联络,4.57,1393817668314,Archive::Words,lian2 luo4
诞生,4.57,1393817668830,Archive::Words,dan4 sheng1
透露,4.57,1393817668536,Archive::Words,tou4 lu4
青岛,4.57,1537328242947,Archive::Words,Qing1 dao3
事项,4.56,1393817669960,Archive::Words,shi4 xiang4
农场,4.56,1707757568825,Archive::Words,nong2 chang3
列为,4.56,1707757130500,Archive::Words,lie4 wei2
创立,4.56,1537328247781,Archive::Words,chuang4 li4
协定,4.56,1707757570174,Archive::Words,xie2 ding4
印尼,4.56,1710963496027,Archive::Words,Yin4 ni2
场景,4.56,1707757316514,Archive::Words,chang3 jing3
大幅,4.56,1708747491888,Archive::Words,da4 fu2
宝贝,4.56,1537328242601,Archive::Words,bao3 bei4
实体,4.56,1707757571279,Archive::Words,shi2 ti3
总体,4.56,1707757236733,Archive::Words,zong3 ti3
情感,4.56,1707757024220,Archive::Words,qing2 gan3
指控,4.56,1708747500014,Archive::Words,zhi3 kong4
无人,4.56,1708747510614,Archive::Words,wu2 ren2
无疑,4.56,1707757236424,Archive::Words,wu2 yi2
气氛,4.56,1393817667437,Archive::Words,qi4 fen1
洛杉矶,4.56,1708747498911,Archive::Words,Luo4 shan1 ji1
消除,4.56,1393817668661,Archive::Words,xiao1 chu2
登陆,4.56,1393817668860,Archive::Words,deng1 lu4
秘书长,4.56,1708747486839,Archive::Words,mi4 shu1 zhang3
竞赛,4.56,1393817668783,Archive::Words,jing4 sai4
线路,4.56,1707757316651,Archive::Words,xian4 lu4
舒服,4.56,1393817666117,Archive::Words,shu1 fu5
赶紧,4.56,1393817667157,Archive::Words,gan3 jin3
转换,4.56,1707757236480,Archive::Words,zhuan3 huan4
遗址,4.56,1707757572873,Archive::Words,yi2 zhi3
遭受,4.56,1393817668636,Archive::Words,zao1 shou4
难民,4.56,1708747498596,Archive::Words,nan4 min2
东南亚,4.55,1717270465625,Archive::Words,Dong1 nan2 ya4
个别,4.55,1393817667927,Archive::Words,ge4 bie2
主办,4.55,1393817670159,Archive::Words,zhu3 ban4
